,Oid,Id,sentence,Flag,labels
1874,1874,63320_201607_1874,Currently the ESVCLP rules restrict any one entity from contributing more than 30 per cent of a fund.,1,1
1875,1875,63320_201607_1875,Only financial institutions are exempt from this rule.,1,1
1876,1876,63320_201607_1876,"To encourage greater participation from investors in other sectors, rules should enable the regulator to provide exemptions for certain widely held companies who demonstrate an active, sizeable commitment to Australian innovation.",1,1
1877,1877,63320_201607_1877,"Accordingly, a Labor Government will work with relevant regulators and stakeholders to ease ESVCLP contribution restrictions for widely held companies and sophisticated investors.",,6
1878,1878,63320_201607_1878,POSITIVE POLICY.,1,1
1879,1879,63320_201607_1879,National Information Policy.,1,1
1880,1880,63320_201607_1880,"The explosive growth in digitisation and connectivity in Australia has created an opportunity for a new, economy-wide productivity agenda.",1,1
1881,1881,63320_201607_1881,"Today, digital data – information - is the fuel for digital innovation and productivity growth across the public, private and community sectors.",1,1
1882,1882,63320_201607_1882,"Today, the Internet of Things and cheaper telemetry means we now have unprecedented volumes of data.",1,1
1883,1883,63320_201607_1883,"This data can be aggregated and pooled, helping to maximise benefits for consumers.",1,1
1884,1884,63320_201607_1884,"Technology consultancy, Gartner estimates that there will be 4.9 billion connected devices in use by the end of 2015 – and 26 billion by 2020.",1,1
1885,1885,63320_201607_1885,"This data is the fuel of digital innovation and productivity growth across the public, private and community sectors.",1,1
1886,1886,63320_201607_1886,"That is why it is important the right policy settings to protect consumers, create new business opportunities, promote innovation and lift productivity.",1,1
1887,1887,63320_201607_1887,"Labor will pursue a new, national reform agenda - National Information Policy - to be pursued through a cross-sector Independent Data Council.",,6
1888,1888,63320_201607_1888,"The Independent Data Council would be modelled on the New Zealand ‘Data Futures Partnership’ and the UK ‘Open Data Institute’ and would include experts from government, academia and the private sector.",,1
1889,1889,63320_201607_1889,It would be tasked with promoting an optimal open data culture in Australia supported by appropriate rules and institutions.,,4
1890,1890,63320_201607_1890,"A National Information Policy would follow the model of the Keating Government’s National Competition Policy and systematically scan institutions (public, private and community), policies and regulations to identify obstacles to optimal data generation, protection, access and use.",,6
1891,1891,63320_201607_1891,POSITIVE POLICY.,1,1
1892,1892,63320_201607_1892,Entrepreneur Landing Pads.,1,1
1893,1893,63320_201607_1893,"Labor will back our best and brightest overseas, encouraging Australian entrepreneurs find new markets, sources of finance and develop expertise internationally.",,6
1894,1894,63320_201607_1894,A Shorten Labor Government will boost commercialisation of Australia’s R&D and support Australian entrepreneurs in the United States by setting up more dedicated innovation and commercialisation global ‘landing pads’.,,6
1895,1895,63320_201607_1895,These landing pads will advance Australia’s digital economy and startup sector by: providing a home base for newly arrived Australian startups seeking to enter the US market;,,1
1896,1896,63320_201607_1896,introducing Australian entrepreneurs to venture/risk capital firms;,,6
1897,1897,63320_201607_1897,"supporting links between American research institutions, companies and their Australian counterparts;",,6
1898,1898,63320_201607_1898,And showcasing technologies developed by research agencies such as CSIRO and by Cooperative Research Centres to investors to develop a commercialisation pipeline.,,5
1899,1899,63320_201607_1899,"This proposal has been recommended by StartupAus and is based on the Kiwi Landing Pad, a successful initiative supporting New Zealand entrepreneurs in Silicon Valley.",,1
1900,1900,63320_201607_1900,The Innovate Australia Landing Pad will complement and build on the previous Labor Government’s investment in the Advance Innovation Program.,,1
1901,1901,63320_201607_1901,"With support from corporate sponsors, Australian global talent network, Advance, has since transformed this initiative creating elevate61 which is “designed to enable high performing Australian businesses to fast track their growth into the United States and beyond”.",,2
1902,1902,63320_201607_1902,"The Landing Pads will be supported by the Department of Industry, Innovation and Science’s international counsellors network, in collaboration with CSIRO, Austrade and other relevant Australian agencies and non-government organisations.",,2
1903,1903,63320_201607_1903,"Innovate Australia will also oversee a similar initiative to support our entrepreneurs and startups to engage in Asian economies, particularly those with mature capital markets, such as Singapore.",,2
1904,1904,63320_201607_1904,POSITIVE POLICY.,1,1
1905,1905,63320_201607_1905,Greater Budget Transparency.,1,1
1906,1906,63320_201607_1906,The Abbott-Turnbull Liberals have trashed the principles of budget honesty and transparency during their first term in office.,1,1
1907,1907,63320_201607_1907,"From the misleading figures included in their first Mid-Year Economic and Fiscal Outlook to the politicisation of the most recent Intergenerational Report, this government has shown it is time for Australia to put in place new rules to ensure greater transparency and independence in our national budgeting.",1,1
1908,1908,63320_201607_1908,Labor will give the independent Parliamentary Budget Office an enhanced role in Australia’s macroeconomic reporting to promote stronger fiscal discipline and enhance transparency around Commonwealth Budgets.,,3
1909,1909,63320_201607_1909,"Under Labor, an enhanced Parliamentary Budget Office will: prepare the macroeconomic forecasts that underpin all key Budget statements and updates;",,1
1910,1910,63320_201607_1910,prepare and publish the Intergenerational Report every five years;,,2
1911,1911,63320_201607_1911,prepare and publish an annual structural budget balance statement.,,5
1912,1912,63320_201607_1912,The Australian people and financial markets should be able to trust the integrity of the way budgets are put together.,,3
1913,1913,63320_201607_1913,"Unfortunately, the Abbott-Turnbull Government has shown that nothing is sacred when it comes to rewriting political history at the expense of confidence and trust in economic and fiscal decision-making.",1,1
1914,1914,63320_201607_1914,The Charter of Budget Honestly served us well up until the last federal election.,1,1
1915,1915,63320_201607_1915,But it is now time to strengthen it in line with other fiscal authorities around the world.,1,1
