,oid,Id,sentence,Flag,context,party,year,incumbent,labels
703,703,63620_198010_703,"- the Government will maintain the concession allowing farmers to write off in full in the year of expenditure the cost of providing bores, dams And reticulation facilities on their properties.",0,"- in consultation with the States, additional funds will be provided through the Commonwealth extension Services Grants Scheme to improve access by farmers to Information on fuel saving technology And equipment. - to encourage the storage of fuel the Government will make expenditure on the purchase And installation of storage facilities for liquid And gaseous fuel to be used in carrying on A Business fully deductible in the year the expenditure is incurred.",Liberal,1980,Liberal,4
704,704,63620_198010_704,ENVIRONMENT AND CONSERVATION.,1,"- to encourage the storage of fuel the Government will make expenditure on the purchase And installation of storage facilities for liquid And gaseous fuel to be used in carrying on A Business fully deductible in the year the expenditure is incurred. - the Government will maintain the concession allowing farmers to write off in full in the year of expenditure the cost of providing bores, dams And reticulation facilities on their properties.",Liberal,1980,Liberal,1
705,705,63620_198010_705,The Government's policy is to maintain a responsible balance between development and conservation Wide-ranging measures have already been introduced to protect our physical environment and our unique flora and fauna.,0,"- the Government will maintain the concession allowing farmers to write off in full in the year of expenditure the cost of providing bores, dams And reticulation facilities on their properties. ENVIRONMENT And CONSERVATION.",Liberal,1980,Liberal,5
706,706,63620_198010_706,"These are being strengthened in co-operation with the State and Territory governments, specifically through Ministerial Councils.",0,ENVIRONMENT AND CONSERVATION. The Government's policy is to maintain a responsible balance between development and conservation Wide-ranging measures have already been introduced to protect our physical environment and our unique flora and fauna.,Liberal,1980,Liberal,6
707,707,63620_198010_707,"Under a Constitutional settlement the States, the Northern Territory and the Commonwealth now share powers and resources in the seas surrounding Australia.",0,"The Government's policy is to maintain a responsible balance between development and conservation Wide-ranging measures have already been introduced to protect our physical environment and our unique flora and fauna. These are being strengthened in co-operation with the State and Territory governments, specifically through Ministerial Councils.",Liberal,1980,Liberal,1
708,708,63620_198010_708,The Barrier Reef and the Kakadu National Park have been nominated by the Government for the World Heritage List.,1,"These are being strengthened in co-operation with the State and Territory governments, specifically through Ministerial Councils. Under a Constitutional settlement the States, the Northern Territory and the Commonwealth now share powers and resources in the seas surrounding Australia.",Liberal,1980,Liberal,1
709,709,63620_198010_709,The Commonwealth's Register of the National Estate already includes several thousand other places in the natural and physical environment.,1,"Under a Constitutional settlement the States, the Northern Territory and the Commonwealth now share powers and resources in the seas surrounding Australia. The Barrier Reef and the Kakadu National Park have been nominated by the Government for the World Heritage List.",Liberal,1980,Liberal,1
710,710,63620_198010_710,The Government supported international action to protect whales and has banned whaling in Australian waters.,1,The Barrier Reef and the Kakadu National Park have been nominated by the Government for the World Heritage List. The Commonwealth's Register of the National Estate already includes several thousand other places in the natural and physical environment.,Liberal,1980,Liberal,1
711,711,63620_198010_711,Strategy.,1,The Commonwealth's Register of the National Estate already includes several thousand other places in the natural and physical environment. The Government supported international action to protect whales and has banned whaling in Australian waters.,Liberal,1980,Liberal,1
712,712,63620_198010_712,The Government has already recognised the World Conservation Strategy and will develop an Australian Strategy in cooperation with the States and the Northern Territory.,0,The Government supported international action to protect whales and has banned whaling in Australian waters. Strategy.,Liberal,1980,Liberal,3
